节点编号,路口横坐标,路口纵坐标
2280,69.49085,29.61306667
2281,70.2,29.61186667
2282,70.941375,29.6066
2283,69.528025,27.09843333
2284,69.503975,28.81086667
2285,65.82755,29.2579
2286,66.21435,29.29923333
2287,66.42835,29.57003333
2288,70.218225,28.8212
2289,67.208875,28.77553333
2290,65.831525,28.27563333
2291,64.612475,28.2572
2292,68.572725,28.79736667
2293,70.95495,28.56583333
2294,65.8308,28.75793333
2295,67.58555,28.77823333
2296,67.705625,28.7833
2297,70.95055,28.83183333
2298,71.77755,38.48643333
2299,70.79745,38.46363333
2300,70.073125,38.44236667
2301,68.826375,38.44013333
2302,68.59455,38.4334
2303,68.473475,38.43213333
2304,68.3568,38.4309
2305,68.239,38.42966667
2306,67.60405,38.42806667
2307,67.43495,38.4225
2308,66.41235,38.40773333
2309,74.441625,36.70883333
2310,74.45365,36.12833333
2311,74.492625,33.21283333
2312,74.493325,33.16676667
2313,74.51425,31.76053333
2314,61.5676,43.12716667
2315,62.95665,42.5256
2316,63.242925,39.61143333
2317,63.419625,37.44006667
2318,63.422325,37.40263333
2319,64.488325,36.3353
2320,63.986775,36.31976667
2321,64.51075,35.03693333
2322,64.0993,35.03063333
2323,77.390525,36.7588
2324,75.976575,36.14723333
2325,75.9197,36.14696667
2326,75.2703,36.14143333
2327,73.6386,36.11476667
2328,72.959325,36.10133333
2329,72.249825,36.08973333
2330,75.9678,36.72433333
2331,75.909525,36.724
2332,75.26235,36.72026667
2333,73.6196,36.69403333
2334,72.95615,36.68943333
2335,72.1356,36.66536667
2336,71.70615,39.69956667
2337,73.718325,39.67386667
2338,75.938475,39.69053333
2339,77.246375,39.6903
2340,79.002975,39.69176667
2341,80.448,40.0643
2342,81.778375,40.7525
2343,74.57495,40.8497
2344,74.586625,39.7256
2345,75.41975,39.73733333
2346,75.39315,40.86396667
2347,64.41265,40.81353333
2348,65.283375,40.8182
2349,65.313725,40.8184
2350,66.39295,40.82563333
2351,66.731975,40.82956667
2352,67.414825,40.84233333
2353,67.528825,40.84363333
2354,68.789825,40.86903333
2355,69.604475,40.87466667
2356,70.041825,40.88423333
2357,70.76395,40.88536667
2358,71.81075,40.90556667
2359,74.2147,39.7219
2360,74.1993,40.84316667
2361,75.745775,41.66193333
2362,74.9731,41.2022
2363,74.97945,40.85676667
2364,75.00115,39.7297
2365,80.427775,40.0998
2366,79.002675,39.73946667
2367,75.937375,39.7417
2368,73.71915,39.7196
2369,71.82955,38.21603333
2370,70.8041,38.20263333
2371,70.077475,38.2101
2372,69.046825,38.1921
2373,68.831475,38.18833333
2374,67.60535,38.19723333
2375,73.738375,43.32306667
2376,73.70305,41.20346667
2377,65.5467,36.635
2378,75.382125,41.2099
2379,75.93715,38.62476667
2380,77.2369,38.64213333
2381,65.8204,42.72173333
2382,65.819075,42.78876667
2383,65.815025,43.20283333
2384,65.813225,43.25173333
2385,66.502425,44.8458
2386,66.503975,44.31646667
2387,66.507125,44.26793333
2388,66.5357,43.2573
2389,66.536775,43.20726667
2390,66.5437,42.7949
2391,71.093475,39.6938
2392,70.7866,39.68866667
2393,70.059875,39.68546667
2394,69.707025,39.68433333
2395,69.3447,39.67603333
2396,68.80185,39.6704
2397,68.0747,39.6585
2398,67.893825,39.65553333
2399,67.54655,39.64983333
2400,67.428625,39.6476
2401,66.894675,39.64053333
2402,66.40535,39.63406667
2403,65.324375,39.61976667
2404,64.4445,39.6379
2405,63.437175,39.60343333
2406,63.1375,39.6158
2407,66.413375,37.9721
2408,66.416025,38.96466667
2409,66.400525,40.09696667
2410,66.367125,42.03166667
2411,66.37225,42.41456667
2412,66.863975,42.03873333
2413,67.40275,42.0424
2414,67.514325,42.044
2415,68.76795,42.05423333
2416,70.026925,42.07753333
2417,70.750875,42.0838
2418,71.9082,42.0924
2419,65.296375,42.0077
2420,65.299325,42.40493333
2421,65.094175,42.71286667
2422,68.355875,38.70763333
2423,68.3477,38.99293333
2424,68.345075,39.2486
2425,70.0408,41.67046667
2426,70.75725,41.67866667
2427,68.23915,38.70763333
2428,68.232075,38.991
2429,68.2251,39.24626667
2430,69.7012,39.00296667
2431,69.700125,39.26323333
2432,69.70355,40.08973333
2433,68.471,38.7061
2434,68.58995,38.7073
2435,68.8214,38.7166
2436,68.577775,38.99683333
2437,68.6901,38.99873333
2438,68.688475,39.25533333
2439,68.461125,38.99486667
2440,68.814025,38.99633333
2441,69.0089,38.99546667
2442,69.18395,38.99736667
2443,69.353,38.9992
2444,69.528,39.00106667
2445,70.06625,39.015
2446,70.78325,39.0367
2447,71.092975,39.04003333
2448,71.66885,39.0488
2449,69.3457,39.26103333
2450,69.18065,39.26
2451,68.457375,39.2508
2452,68.811325,39.2557
2453,69.007075,39.2589
2454,69.52365,39.26213333
2455,70.06475,39.26676667
2456,65.16595,43.19093333
2457,65.1717,42.77726667
2458,65.18395,42.00646667
2459,65.19315,41.21256667
2460,64.384875,41.9971
2461,64.830725,42.00193333
2462,62.561425,37.36086667
2463,62.327425,37.35846667
2464,61.2309,37.3452
2465,72.158625,44.92936667
2466,71.750425,44.9194
2467,71.38365,44.91546667
2468,71.08565,44.91263333
2469,70.715225,44.9091
2470,69.9772,44.90223333
2471,69.3754,44.89923333
2472,67.473925,44.8679
2473,67.3589,44.8662
2474,63.053775,47.03543333
2475,62.744975,45.3861
2476,62.723225,45.36946667
2477,60.74725,43.57023333
2478,64.684775,48.00683333
2479,64.67825,47.7488
2480,64.6176,48.53196667
2481,62.826925,45.9326
2482,62.797625,46.39473333
2483,63.160575,46.51206667
2484,70.491775,43.29916667
2485,74.195,43.33423333
2486,74.674225,43.31186667
2487,77.09085,43.21186667
2488,77.551775,43.1943
2489,64.261825,48.11706667
2490,64.5797,48.03376667
2491,62.565175,48.40983333
2492,62.324925,48.41596667
2493,63.002125,48.37443333
2494,63.14585,48.37793333
2495,63.542075,48.3158
2496,63.3844,44.25803333
2497,63.4336,44.79126667
2498,63.8627,44.26363333
2499,63.8584,44.79706667
2500,62.3196,44.30556667
2501,62.934175,44.2481
2502,64.337525,44.26723333
2503,61.51755,43.19233333
2504,62.9986,48.41353333
2505,62.861725,44.69673333
2506,62.94675,43.22616667
2507,62.946475,43.1558
2508,62.774925,45.35306667
2509,62.47065,45.73676667
2510,61.084825,43.11256667
2511,61.5198,43.12156667
2512,63.080425,44.95726667
2513,63.132675,44.90533333
2514,64.334775,44.8052
2515,65.0789,44.81996667
2516,65.792825,44.8339
2517,64.572025,48.05683333
2518,63.521825,48.36013333
2519,62.5737,48.37556667
2520,62.296375,48.50776667
2521,62.130025,48.57773333
2522,62.000775,48.48086667
2523,61.99435,48.37146667
2524,62.104325,48.26323333
2525,62.212175,48.2646
2526,62.320125,48.37916667
2527,62.317075,48.4664
2528,60.757075,44.10933333
2529,62.0083,45.23036667
2530,62.75615,45.33246667
2531,60.999925,43.11316667
2532,61.315575,42.39316667
2533,61.6237,42.11466667
2534,63.10235,44.97826667
2535,66.861325,42.4824
2536,64.895175,42.5583
2537,64.82435,42.5022
2538,64.6759,47.6524
2539,65.31115,37.87126667
2540,60.543,42.60293333
2541,59.882725,42.37833333
2542,64.79755,47.62566667
2543,62.34245,47.753
2544,66.21605,44.86993333
2545,65.792825,44.86453333
2546,65.350425,44.856
2547,64.340575,44.8395
2548,63.161775,44.93193333
2549,63.130375,44.95596667
2550,67.4824,46.98353333
2551,67.395425,46.98083333
2552,65.3419,45.87833333
2553,65.33605,46.39353333
2554,65.33,46.92566667
2555,69.937625,48.28693333
2556,69.936975,47.52483333
2557,69.943375,47.0137
2558,69.9437,46.98793333
2559,70.688275,46.46726667
2560,67.459425,45.90613333
2561,67.345425,45.90483333
2562,66.888575,45.89776667
2563,66.484325,45.89156667
2564,66.208025,45.8873
2565,65.778425,45.8807
2566,64.85175,45.8749
2567,64.48255,45.1577
2568,64.201125,45.37696667
2569,63.843,46.91953333
2570,64.420725,46.9231
2571,64.824475,46.93176667
2572,66.890225,43.2112
2573,65.802075,47.69176667
2574,69.3066,48.2306
2575,69.314225,47.5169
2576,65.811225,43.40663333
2577,65.800175,44.26313333
2578,65.770575,46.3973
2579,65.762475,46.9318
2580,62.43015,46.3908
2581,64.844425,43.20656667
2582,64.425425,46.32136667
2583,62.4661,45.91106667
2584,61.5696,43.19426667
2585,61.78915,43.8447
2586,62.11545,44.16116667
2587,64.315775,46.28756667
2588,64.8428,46.3251
2589,66.137975,46.96486667
2590,66.122975,47.72706667
2591,74.764,49.86346667
2592,71.878125,48.45526667
2593,67.522725,48.08306667
2594,67.284425,48.06703333
2595,66.18785,46.94013333
2596,66.4682,46.94466667
2597,67.3005,46.95623333
2598,70.908225,31.67946667
2599,72.204625,31.63763333
2600,72.25255,33.13846667
2601,72.25195,33.18263333
2602,55.5482,49.7266
2603,24.248125,30.56383333
2604,22.7662,30.081
2605,22.639925,30.04066667
2606,20.81295,28.4716
2607,23.7184,32.4556
2608,24.465075,30.3779
2609,25.677825,32.46116667
2610,25.55235,32.4186
2611,23.585175,32.40723333
2612,24.581725,29.66013333
2613,24.717275,29.7065
2614,23.66745,32.43936667
2615,23.59885,32.6314
2616,23.53995,32.7963
2617,23.442125,33.0632
2618,59.584025,5.8971
2619,59.9177,6.369733333
2620,59.73075,6.393433333
2621,59.5423,6.564
2622,59.518575,6.7261
2623,62.3996,8.899266667
2624,59.267675,6.4821
2625,62.80965,0.997266667
2626,62.813525,1.1981
2627,62.67365,1.544233333
2628,63.239,1.051933333
2629,60.01645,12.6452
2630,60.53885,12.70633333
2631,63.2045,1.269966667
2632,63.252325,1.091733333
2633,60.5915,12.39143333
2634,59.431325,12.1668
2635,59.486625,12.17983333
2636,60.068475,12.29986667
2637,60.2278,12.32586667
2638,62.954725,12.22463333
2639,60.687875,12.1893
2640,62.9353,13.1211
2641,63.33595,13.10993333
2642,62.934925,12.6105
2643,63.3233,12.61256667
2644,63.472725,12.62676667
2645,63.324275,12.84766667
2646,63.322675,12.74466667
2647,62.947525,12.87033333
2648,62.941175,12.7671
2649,18.324625,37.32866667
2650,18.2978,37.46016667
2651,18.2885,37.31763333
2652,57.933425,51.19816667
2653,56.91775,51.18293333
2654,18.518425,36.08353333
2655,18.556825,35.82013333
2656,18.574425,35.71423333
2657,17.409725,39.58856667
2658,17.379925,39.6455
2659,16.137225,42.02046667
2660,16.024675,42.2363
2661,16.0088,42.269
2662,15.95225,42.3855
2663,15.811825,42.64533333
2664,15.699875,42.85253333
2665,15.5128,43.1987
2666,37.4812,38.60816667
2667,37.206725,38.42393333
2668,26.653625,33.7383
2669,26.752125,33.47303333
2670,25.473125,33.43593333
2671,25.608975,33.0833
2672,27.307325,33.6515
2673,23.326175,33.38863333
2674,26.124625,31.215
2675,25.08635,33.87553333
2676,60.34695,28.76276667
2677,48.886825,24.9112
2678,47.7668,24.91196667
2679,47.147525,24.9036
2680,47.0684,24.90253333
2681,46.945775,24.89983333
2682,46.754,24.8956
2683,46.505325,24.89013333
2684,45.918175,24.87733333
2685,45.85605,24.87783333
2686,45.77785,24.87683333
2687,48.9472,22.95363333
2688,48.862275,26.6287
2689,48.8643,26.7161
2690,56.288025,28.1553
2691,56.35875,27.63703333
2692,56.526075,27.1256
2693,60.204175,26.84373333
2694,60.31045,27.5176
2695,60.366975,30.30476667
2696,48.88485,27.93056667
2697,48.8685,30.49203333
2698,48.85535,31.11003333
2699,48.824975,31.13713333
2700,33.943025,37.7427
2701,34.768525,37.81063333
2702,34.903275,38.0937
2703,37.085575,34.55746667
2704,36.843925,34.89083333
2705,36.29715,35.63366667
2706,36.2623,35.6749
2707,35.816025,36.35806667
2708,35.313725,37.04576667
2709,35.262775,37.1154
2710,35.374925,38.1053
2711,31.598725,34.84566667
2712,31.645075,34.76746667
2713,32.166275,37.65836667
2714,33.8261,36.03406667
2715,33.779475,36.08753333
2716,36.89775,38.2147
2717,36.94475,38.14816667
2718,32.729825,35.42826667
2719,32.772575,35.36176667
2720,20.3645,38.1503
2721,20.475725,37.71
2722,20.6811,36.85083333
2723,20.695075,36.8072
2724,20.7997,36.40033333
2725,21.12865,35.06736667
2726,21.301175,33.9808
2727,21.2115,32.89653333
2728,26.334725,30.25746667
2729,26.3526,30.58116667
2730,26.341625,30.61166667
2731,25.861525,31.94643333
2732,27.030075,33.5635
2733,40.955925,19.73033333
2734,42.449425,20.33066667
2735,38.5992,23.5731
2736,38.740175,23.75286667
2737,38.764875,23.78436667
2738,38.983,24.04916667
2739,39.0543,24.11633333
2740,39.3517,24.31883333
2741,41.600875,25.79746667
2742,20.536125,20.5858
2743,19.7781,21.78633333
2744,19.036375,22.96093333
2745,19.08835,23.04686667
2746,20.543525,15.95536667
2747,20.691125,15.71963333
2748,21.46925,25.33933333
2749,21.547275,25.21876667
2750,40.778625,19.7781
2751,40.55225,19.80006667
2752,40.3709,19.80773333
2753,39.828325,19.83066667
2754,39.386625,19.84313333
2755,39.01875,19.85753333
2756,38.22,19.9012
2757,37.482025,19.95876667
2758,36.467775,20.0992
2759,36.31035,20.2098
2760,36.120025,20.35776667
2761,36.0891,20.38183333
2762,36.055175,20.4073
2763,36.020675,20.43233333
2764,35.500325,20.8098
2765,30.634075,25.75003333
2766,30.422725,25.50593333
2767,13.944325,24.87103333
2768,16.7074,21.77836667
2769,17.955875,20.16333333
2770,32.328025,25.0927
2771,23.134125,25.37013333
2772,23.396325,25.5256
2773,35.2755,25.92893333
2774,35.0966,25.6948
2775,33.797625,24.03426667
2776,33.78665,24.02046667
2777,29.80435,18.95963333
2778,29.301,18.24286667
2779,28.882,26.0227
2780,38.4883,23.43203333
2781,18.274425,21.56806667
2782,23.376275,25.57493333
2783,23.095025,25.41086667
2784,18.415325,19.56306667
2785,21.493375,14.35046667
2786,20.5656,15.98653333
2787,19.970775,16.99473333
2788,25.172225,25.3793
2789,24.51335,22.53813333
2790,24.130075,21.55436667
2791,19.839225,17.20496667
2792,21.610525,25.24036667
2793,21.530925,25.3574
2794,22.02,24.7764
2795,21.93285,24.7281
2796,21.8891,24.69973333
2797,21.8077,24.65213333
2798,17.8313,22.49166667
2799,19.812625,17.18623333
2800,19.9366,16.97146667
2801,17.8794,22.45196667
2802,17.81805,22.4867
2803,16.010875,23.61263333
2804,14.371575,25.1411
2805,18.069075,19.9963
2806,28.948575,26.27286667
2807,29.428275,27.22523333
2808,29.538,27.74453333
2809,29.200175,28.7375
2810,20.699925,15.76076667
2811,25.257825,25.56286667
2812,25.301325,25.7537
2813,25.54335,26.62066667
2814,35.503425,26.15546667
2815,25.421375,26.72233333
2816,13.8608,25.02213333
2817,13.363225,25.6885
2818,29.187975,25.42206667
2819,38.44455,23.46016667
2820,38.291375,23.2721
2821,38.242775,23.2075
2822,37.8135,22.6622
2823,37.686625,22.4893
2824,37.034675,21.65906667
2825,37.02405,21.64493333
2826,35.244475,19.38236667
2827,34.79835,18.82003333
2828,34.753525,18.7666
2829,34.42445,18.33506667
2830,34.18685,23.72626667
2831,34.985525,23.1391
2832,35.053,23.0895
2833,35.717,22.60133333
2834,36.48105,22.0528
2835,36.998575,21.66593333
2836,37.058025,21.61543333
2837,37.091925,21.5905
2838,37.2861,21.44773333
2839,28.9337,26.02586667
2840,38.5555,23.60113333
2841,19.738675,28.98406667
2842,19.6622,29.40506667
2843,18.969675,32.9197
2844,18.804675,34.01293333
2845,18.74475,34.40986667
2846,25.211425,25.565
2847,20.9072,26.38596667
2848,18.294375,19.64633333
2849,19.236675,18.22076667
2850,19.67965,28.97116667
2851,20.437375,27.01043333
2852,20.452,26.98333333
2853,20.725625,26.54466667
2854,20.78445,26.45076667
2855,25.219775,25.37966667
2856,40.9528,19.77273333
2857,12.498025,27.87523333
2858,15.648275,28.36823333
2859,18.263775,28.82153333
2860,19.614825,28.93133333
2861,19.63985,28.93416667
2862,21.9165,24.6529
2863,22.641575,23.48576667
2864,23.351425,22.34306667
2865,13.8334,25.00886667
2866,35.771175,26.49543333
2867,36.1222,26.8978
2868,37.01065,27.80413333
2869,38.813675,29.68633333
2870,13.96415,24.89333333
2871,50.71885,53.22913333
2872,50.5807,53.64456667
2873,50.496575,54.23873333
2874,50.509725,54.3067
2875,50.604325,55.9052
2876,50.60475,56.90183333
2877,51.28105,53.32826667
2878,50.499475,53.24506667
2879,55.789775,53.8109
2880,55.741575,55.20173333
2881,55.737,55.3346
2882,55.73475,55.4329
2883,55.730575,55.9965
2884,55.194125,53.8123
2885,55.19195,53.94156667
2886,58.00495,53.84073333
2887,58.711275,53.84073333
2888,59.447125,53.85263333
2889,60.176575,53.86443333
2890,53.561375,53.89576667
2891,53.60905,53.77426667
2892,53.2872,53.79956667
2893,53.219525,53.79966667
2894,52.60265,53.7798
2895,47.086275,42.63083333
2896,47.392325,43.2107
2897,47.583075,43.57343333
2898,47.81315,44.00723333
2899,47.9024,44.17806667
2900,48.11785,44.5961
2901,49.031525,45.35506667
2902,48.62345,45.5441
2903,48.289375,45.70996667
2904,47.947,45.88033333
2905,48.315525,44.97396667
2906,48.781125,45.83803333
2907,48.939275,46.1328
2908,49.22775,46.69066667
2909,49.4653,47.15513333
2910,49.4816,47.18636667
2911,49.495625,47.20873333
2912,48.5256,44.40043333
2913,47.78285,44.75963333
2914,47.438775,44.92493333
2915,47.6694,44.54543333
2916,47.3259,44.71466667
2917,46.714325,43.55493333
2918,47.05475,43.38186667
2919,47.7862,43.0052
2920,47.820625,42.98723333
2921,48.2302,42.89006667
2922,48.72065,42.89923333
2923,49.21645,42.9071
2924,49.509,42.9127
2925,48.9166,45.05026667
2926,49.479925,44.9227
2927,46.397325,42.9771
2928,46.739725,42.80316667
2929,47.48205,42.43126667
2930,47.5189,42.4127
2931,47.786125,42.31983333
2932,48.2361,42.33113333
2933,48.726325,42.3404
2934,49.22625,42.3502
2935,49.514125,42.35703333
2936,48.21415,43.81273333
2937,49.159925,47.36576667
2938,49.147325,47.34203333
2939,48.305125,43.9844
2940,47.566125,44.342
2941,47.2465,43.7388
2942,48.258,46.46796667
2943,48.60145,46.29593333
2944,49.339525,45.93616667
2945,49.375725,45.91836667
2946,49.798,45.46806667
2947,47.635325,45.3017
2948,47.979725,45.13066667
2949,48.7221,44.7712
2950,48.7588,44.7529
2951,49.484825,44.683
2952,67.355025,21.78113333
2953,65.1923,19.37296667
2954,53.8081,18.70396667
2955,54.927825,18.81613333
2956,55.016875,18.18883333
2957,54.99225,19.94153333
2958,54.99065,19.9812
2959,54.96865,21.40043333
2960,54.875125,24.7838
2961,53.257925,18.60226667
2962,53.823175,18.5309
2963,25.77465,19.46016667
2964,26.449975,18.98993333
2965,26.584,18.92246667
2966,27.95455,18.51093333
2967,41.21315,17.3178
2968,42.44425,17.3155
2969,40.977925,17.31926667
2970,41.189025,17.4062
2971,55.5147,18.6684
2972,55.054775,18.56403333
2973,53.774325,18.81893333
2974,53.253275,18.65403333
2975,55.0542,18.81763333
2976,55.505525,18.71946667
2977,56.01095,18.72393333
2978,55.527875,18.84183333
2979,55.4656,18.5381
2980,55.995525,18.67613333
2981,54.932425,18.53256667
2982,25.509175,32.53666667
2983,58.195125,18.3917
2984,60.057575,17.95156667
2985,60.0684,18.01126667
2986,58.214475,18.44103333
2987,57.142925,18.69243333
2988,56.410175,18.7397
2989,58.734725,21.27143333
2990,58.74285,20.6026
2991,58.734825,20.56366667
2992,58.262625,19.7494
2993,61.45835,17.2384
2994,60.197325,17.92183333
2995,61.438225,17.66876667
2996,64.466975,18.54693333
2997,22.2154,31.5928
2998,22.1064,31.52213333
2999,22.100475,31.9082
3000,23.36285,32.33273333
3001,25.34075,32.9978
3002,25.472475,33.0367
3003,26.44485,33.37116667
3004,25.19705,29.86993333
3005,22.882175,29.3749
3006,22.962425,29.1235
3007,23.101425,29.16956667
3008,23.007,29.4155
3009,22.952475,29.57483333
3010,22.74815,30.13096667
3011,25.3037,36.98606667
3012,25.339625,36.8199
3013,25.377625,36.64396667
3014,25.414025,36.4756
3015,25.453,36.29526667
3016,24.38095,36.80946667
3017,20.33815,38.25456667
3018,20.242475,38.61806667
3019,24.48625,36.29676667
3020,24.5399,36.03556667
3021,24.4553,36.4475
3022,24.451125,36.46773333
3023,24.43775,36.53286667
3024,24.4154,36.64173333
3025,22.966175,36.82116667
3026,23.008525,36.82973333
3027,24.203325,36.48886667
3028,24.3367,35.97623333
3029,24.937025,34.29976667
3030,22.4917,38.88263333
3031,22.6221,38.31613333
3032,22.816175,37.47286667
3033,22.8283,37.42026667
3034,23.23115,35.66296667
3035,23.4214,33.42096667
3036,22.46705,38.99813333
3037,74.608425,25.1125
3038,73.9105,25.19466667
3039,72.79405,26.17753333
3040,72.222525,26.67616667
3041,71.053175,25.41066667
3042,71.3925,25.76526667
3043,71.010075,25.48783333
3044,71.932275,22.50373333
3045,74.451275,55.57706667
3046,74.5998,55.64486667
3047,88.2442,48.84596667
3048,79.0125,44.6271
3049,79.01385,44.67516667
3050,52.763725,61.5902
3051,52.726325,61.6043
3052,52.70185,61.6137
3053,51.546525,62.1151
3054,50.894125,62.42713333
3055,50.375425,62.6763
3056,49.809025,62.94903333
3057,49.16355,63.2457
3058,48.477725,63.5725
3059,47.93225,63.83473333
3060,47.0915,64.24226667
3061,46.9548,64.27293333
3062,84.69495,45.0756
3063,79.01785,48.7096
3064,79.01365,49.24556667
3065,76.45495,28.36
3066,63.846025,54.61163333
3067,64.362625,54.61753333
3068,82.342,43.87193333
3069,82.171975,43.80523333
3070,88.2006,48.82893333
3071,88.1727,48.6914
3072,57.933775,53.1835
3073,57.934475,52.61543333
3074,63.14375,49.14343333
3075,63.37495,48.78966667
3076,83.309475,44.28906667
3077,87.81295,64.93643333
3078,64.359775,54.66036667
3079,63.84455,54.65396667
3080,82.583325,43.9704
3081,83.7705,45.11243333
3082,83.40345,44.39663333
3083,83.87015,43.52023333
3084,61.316575,54.6341
3085,82.65255,43.9431
3086,83.35635,44.24086667
3087,63.11125,49.211
3088,57.9211,51.9667
3089,57.926875,51.56516667
3090,58.185825,50.43436667
3091,58.2269,50.363
3092,58.3148,50.2136
3093,58.47875,49.93493333
3094,58.679675,49.60153333
3095,59.141025,48.70443333
3096,59.6117,47.7515
3097,59.637175,47.6948
3098,59.778525,47.38446667
3099,59.919775,47.1131
3100,60.20235,46.5957
3101,60.296775,46.4228
3102,60.453675,46.14696667
3103,60.642725,45.6718
3104,60.659975,45.1383
3105,60.6538,44.7922
3106,60.6478,44.45596667
3107,60.641575,44.10813333
3108,60.64315,44.0612
3109,60.621,43.11566667
3110,60.6009,42.9639
3111,60.393225,41.8381
3112,60.361475,41.69136667
3113,60.350125,41.648
3114,60.33915,41.58636667
3115,60.314175,41.44623333
3116,60.25175,40.8213
3117,60.28535,40.4505
3118,59.708425,37.44846667
3119,59.6362,37.31776667
3120,59.545225,37.14426667
3121,59.019125,36.01386667
3122,58.935125,35.78063333
3123,58.739275,35.14113333
3124,58.6066,34.73246667
3125,58.136275,33.50643333
3126,58.063175,33.10866667
3127,58.03565,32.96766667
3128,57.9626,32.76046667
3129,57.758,32.2185
3130,57.628375,31.7754
3131,57.64065,30.67073333
3132,58.076825,28.1431
3133,58.090325,28.09663333
3134,58.214475,27.7156
3135,58.2673,27.34246667
3136,64.8559,54.60816667
3137,52.809075,66.0093
3138,52.759675,63.35306667
3139,52.731,61.84903333
3140,52.69185,59.53253333
3141,52.666125,58.32326667
3142,52.652875,57.41523333
3143,52.639875,56.48346667
3144,52.636175,56.3643
3145,59.814075,61.7075
3146,58.884525,61.6786
3147,57.832525,61.6616
3148,57.702425,61.65966667
3149,56.869675,61.6451
3150,56.8356,61.6445
3151,55.587375,61.62263333
3152,54.4463,61.6053
3153,54.416375,61.60483333
3154,54.37115,61.60423333
3155,54.337475,61.60383333
3156,54.11205,61.60126667
3157,72.871,53.2476
3158,71.382575,51.48693333
3159,76.60335,28.54203333
3160,88.897825,58.34503333
3161,87.84315,64.97116667
3162,75.497625,56.0132
3163,37.948125,22.30066667
3164,37.753725,22.44343333
3165,37.7271,22.46206667
3166,37.657525,22.5118
3167,32.975975,21.18323333
3168,32.855775,21.1257
3169,32.8788,20.9239
3170,33.094525,20.94273333
3171,37.173675,21.31246667
3172,37.45825,21.30686667
3173,38.72495,21.3108
3174,38.77315,21.31093333
3175,39.0169,21.30883333
3176,39.3498,21.30596667
3177,38.2202,18.74013333
3178,38.2296,19.316
3179,38.2209,20.34986667
3180,35.46755,25.4297
3181,36.988875,24.24313333
3182,38.2691,23.2887
3183,38.34225,23.2368
3184,38.3641,23.2226
3185,49.5504,8.2748
3186,49.562025,7.2099
3187,49.52735,5.388633333
3188,49.525425,4.463233333
3189,49.839825,1.195333333
3190,39.017375,19.31983333
3191,38.797075,20.7877
3192,34.9382,21.62776667
3193,35.7279,22.6152
3194,36.118,23.12913333
3195,36.50025,23.6243
3196,39.328175,22.02846667
3197,38.72495,22.03216667
3198,37.75115,22.03813333
3199,26.696275,21.2457
3200,30.071625,18.76266667
3201,32.283225,18.2207
3202,33.04705,19.22996667
3203,33.486375,19.7952
3204,35.703275,21.0605
3205,51.198975,9.2627
3206,51.497375,8.295866667
3207,32.5595,20.4996
3208,37.26775,23.0713
3209,37.789875,22.67993333
3210,37.8551,22.6321
3211,37.884875,22.61083333
3212,51.10815,9.4147
3213,59.3669,12.78166667
3214,38.50485,23.02123333
3215,37.456175,21.6726
3216,37.297425,21.46126667
3217,52.57735,4.8904
3218,47.98835,6.6222
3219,47.932,6.8154
3220,47.8688,7.026533333
3221,47.535975,7.8544
3222,34.76565,18.84273333
3223,34.839025,18.7899
3224,34.86905,18.76666667
3225,37.437825,18.15486667
3226,39.031275,18.1541
3227,40.5355,17.32626667
3228,40.548875,18.71343333
3229,36.4937,22.06593333
3230,36.887225,22.58006667
3231,39.3819,20.34006667
3232,39.1881,20.34283333
3233,37.93425,20.7798
3234,39.016025,18.72843333
3235,38.218225,23.22406667
3236,38.2912,23.1731
3237,38.313125,23.15753333
3238,38.55355,23.01796667
3239,37.458925,20.77633333
3240,37.45065,18.7516
3241,39.806725,18.7207
3242,36.4246,18.8329
3243,35.3206,19.3371
3244,35.2929,19.35166667
3245,35.20665,19.40563333
3246,48.873975,7.042466667
3247,47.5822,6.4268
3248,45.45095,5.313866667
3249,49.559175,8.497533333
3250,76.39245,8.5843
3251,76.756725,9.615333333
3252,77.106875,10.59543333
3253,77.1167,10.62643333
3254,54.9728,12.86083333
3255,64.878275,15.99006667
3256,67.65705,18.3477
3257,59.3059,12.80756667
3258,53.09025,10.36413333
3259,42.37185,61.6128
3260,43.343525,61.61806667
3261,44.192375,61.60716667
3262,44.234325,61.60573333
3263,45.07575,61.5994
3264,46.849175,61.58606667
3265,46.96375,61.62376667
3266,26.973775,51.68333333
3267,26.28715,51.24643333
3268,25.9385,51.0047
3269,25.823175,50.92473333
3270,55.18165,12.93253333
3271,55.2478,14.19753333
3272,59.9186,13.0134
3273,62.93235,10.46603333
3274,62.947525,10.53446667
3275,44.13995,60.08223333
3276,43.6362,59.25303333
3277,41.4665,60.30103333
3278,41.652825,60.58756667
3279,85.884,16.2205
3280,46.851125,61.6248
3281,42.404575,61.65583333
3282,62.234925,14.2434
3283,62.38025,14.32913333
3284,74.972625,9.015533333
3285,86.383925,16.78756667
3286,62.3502,14.35506667
3287,62.22095,14.27853333
3288,64.80905,62.59516667
3289,65.6369,61.8805
3290,66.253,61.34113333
3291,66.39965,61.19996667
3292,66.720325,60.8613
3293,67.0979,60.42916667
3294,67.258925,60.2594
3295,67.2823,60.23293333
3296,67.32975,60.17923333
3297,67.4238,60.07276667
3298,67.461925,60.0296
3299,67.508125,59.97743333
3300,67.59275,59.87096667
3301,68.993725,58.26773333
3302,69.8177,57.34416667
3303,70.629175,56.05506667
3304,70.85665,54.67403333
3305,71.2551,52.2947
