,Number,HouseCount,HomeCount,Population,h,z,StreetNubmer,Area,node,AreaCode,StreetID,nodeCount
354,355,56,3487,7917,45.75625,32.505,A0068,朝阳区,4633,0,67,1
355,356,29,1813,3662,53.675,30.58233333,A0065,朝阳区,5431,0,64,4
356,357,107,4481,10302,50.5845,47.333999999999996,A0040,朝阳区,5148,0,39,1
357,358,17,1275,2870,42.62975,32.278,A0017,朝阳区,4333,0,16,7
358,359,13,1113,3865,46.059,38.33733333,A0051,朝阳区,4739,0,50,5
359,360,12,1514,4576,47.74575,37.20233333,A0053,朝阳区,4838,0,52,8
360,361,5,1086,2243,55.28775,37.91666667,A0020,朝阳区,5638,0,19,9
361,362,16,1108,2316,48.347,39.45833333,A0050,朝阳区,4940,0,49,4
362,363,49,3384,10110,49.30275,45.742,A0039,朝阳区,5046,0,38,1
363,364,7,471,1089,42.226000000000006,35.32366667,A0057,朝阳区,4336,0,56,4
364,365,67,3361,8045,52.6075,41.79666667,A0032,朝阳区,5342,0,31,4
365,366,27,1205,2645,55.04,47.81466667,A0035,朝阳区,5648,0,34,3
366,367,12,1262,2634,46.0245,35.53233333,A0054,朝阳区,4736,0,53,10
367,368,11,594,1315,44.117,35.79,A0055,朝阳区,4536,0,54,8
368,369,24,1590,3297,54.61325,36.26433333,A0024,朝阳区,5537,0,23,2
369,370,15,674,1867,43.15775,30.433000000000003,A0064,朝阳区,4431,0,63,3
370,371,12,375,1209,55.34575,34.11333333,A0031,朝阳区,5635,0,30,2
371,372,84,2040,7821,55.63725,40.17033333,A0021,朝阳区,5641,0,20,1
372,373,71,4529,9143,50.74475,47.06399999999999,A0061,朝阳区,5148,0,60,1
373,374,7,932,1962,39.85075,32.49933333,A0014,朝阳区,4033,0,13,5
374,375,9,623,1535,49.10175,35.84,A0049,朝阳区,5036,0,48,3
375,376,17,1049,2949,51.80225,28.12866667,A0028,朝阳区,5229,0,27,3
376,377,9,1425,3337,47.8025,32.083,A0016,朝阳区,4833,0,15,3
377,378,5,1525,3375,44.244,37.49833333,A0055,朝阳区,4538,0,54,8
378,379,7,376,1188,54.7885,37.86833333,A0023,朝阳区,5538,0,22,3
379,380,6,353,1099,43.091,33.894,A0059,朝阳区,4434,0,58,8
380,381,47,3537,9794,44.501999999999995,30.23433333,A0064,朝阳区,4531,0,63,3
381,382,15,617,1275,55.0025,37.66,A0020,朝阳区,5638,0,19,9
382,383,16,665,1497,42.65575,33.113,A0017,朝阳区,4334,0,16,7
383,384,9,833,1875,43.02325,31.33966667,A0017,朝阳区,4432,0,16,7
384,385,39,2449,8023,53.28675,46.66466667,A0038,朝阳区,5447,0,37,1
385,386,9,793,2229,51.872,28.98866667,A0028,朝阳区,5229,0,27,3
386,387,8,599,1326,44.90325,37.012,A0055,朝阳区,4538,0,54,8
387,388,2,840,1876,51.1505,46.438,A0043,朝阳区,5247,0,42,5
388,389,16,1957,4295,54.5055,46.935,A0035,朝阳区,5547,0,34,3
389,390,7,548,1446,54.254,28.569000000000003,A0030,朝阳区,5529,0,29,4
390,391,32,1323,2959,49.9965,46.14333333,A0042,朝阳区,5047,0,41,5
391,392,7,856,2259,53.8205,29.22433333,A0030,朝阳区,5430,0,29,4
392,393,19,753,1556,46.48725,28.02866667,A0018,朝阳区,4729,0,17,2
393,394,52,1770,3949,55.27,41.18333333,A0033,朝阳区,5642,0,32,3
394,395,35,1875,5720,48.58425,44.49433333,A0045,朝阳区,4945,0,44,2
395,396,7,642,1436,44.37675,34.04133333,A0011,朝阳区,4535,0,10,5
396,397,7,490,1525,43.42575,34.56466667,A0059,朝阳区,4435,0,58,8
397,398,24,1157,2399,54.45975,35.82933333,A0024,朝阳区,5536,0,23,2
398,399,40,1406,4714,51.1675,48.69333333,A0041,朝阳区,5249,0,40,1
399,400,31,784,1942,50.5375,38.68866667,A0048,朝阳区,5139,0,47,5
400,401,7,761,1702,44.9685,34.52166667,A0011,朝阳区,4535,0,10,5
401,402,5,405,1259,42.80225,35.961,A0069,朝阳区,4336,0,68,4
402,403,45,2166,4832,55.38575,42.27933333,A0033,朝阳区,5643,0,32,3
403,404,16,1194,2859,53.57275,41.73266667,A0032,朝阳区,5442,0,31,4
404,405,5,888,1851,50.4275,47.85333333,A0044,朝阳区,5148,0,43,1
405,406,8,622,1377,43.84725,36.19,A0055,朝阳区,4437,0,54,8
406,407,10,727,1691,46.743,40.117,A0052,朝阳区,4741,0,51,6
407,408,7,488,1475,47.33025,37.52133333,A0053,朝阳区,4838,0,52,8
408,409,48,2250,5681,54.214,39.14766667,A0022,朝阳区,5540,0,21,2
409,410,16,899,2738,46.913000000000004,32.34366667,A0013,朝阳区,4733,0,12,1
410,411,8,499,1124,42.62975,32.278,A0017,朝阳区,4333,0,16,7
411,412,44,2357,4869,55.6465,38.60466667,A0020,朝阳区,5639,0,19,9
412,413,50,2769,6991,54.06125,39.91733333,A0022,朝阳区,5540,0,21,2
413,414,7,763,2372,42.35325,35.72233333,A0069,朝阳区,4336,0,68,4
414,415,18,771,1785,56.2065,31.90066667,A0058,朝阳区,5732,0,57,1
415,416,15,915,1926,40.39075,32.778,A0014,朝阳区,4133,0,13,5
416,417,10,892,2696,48.08775,36.79166667,A0053,朝阳区,4937,0,52,8
417,418,38,1651,3689,52.30825,49.26166667,A0043,朝阳区,5350,0,42,5
418,419,30,1829,4378,51.93975,43.196999999999996,A0032,朝阳区,5244,0,31,4
419,420,15,1193,2490,48.70225,33.239000000000004,A0054,朝阳区,4934,0,53,10
420,421,25,1132,3574,53.8605,38.35566667,A0023,朝阳区,5439,0,22,3
421,422,12,5079,10461,51.10175,29.02566667,A0010,朝阳区,5230,0,9,2
422,423,7,719,1663,42.5135,35.58633333,A0057,朝阳区,4336,0,56,4
423,424,5,165,341,55.84825,37.191,A0020,朝阳区,5638,0,19,9
424,425,31,1335,3615,55.14525,45.00633333,A0037,朝阳区,5646,0,36,2
425,426,7,321,847,54.563,30.49166667,A0030,朝阳区,5531,0,29,4
426,427,56,1270,2787,53.44725,47.28433333,A0035,朝阳区,5448,0,34,3
427,428,47,2079,5487,55.24075,30.42466667,A0030,朝阳区,5631,0,29,4
428,429,6,594,1795,47.2305,36.925,A0053,朝阳区,4837,0,52,8
429,430,29,1498,3473,52.558,46.72366667,A0034,朝阳区,5347,0,33,2
430,431,49,2148,6283,57.07775,39.40533333,A0008,朝阳区,5840,0,7,1
431,432,13,1162,3546,48.24675,43.37533333,A0045,朝阳区,4944,0,44,2
432,433,19,542,1120,45.72775,28.51466667,A0018,朝阳区,4629,0,17,2
433,434,11,914,2044,49.4825,46.868,A0042,朝阳区,5047,0,41,5
434,435,19,965,1949,54.7005,30.88133333,A0065,朝阳区,5531,0,64,4
435,436,8,406,1282,54.4825,37.58733333,A0023,朝阳区,5538,0,22,3
436,437,42,1707,3808,54.87475,40.39066667,A0033,朝阳区,5541,0,32,3
437,438,21,1010,2502,49.408,38.216,A0048,朝阳区,5039,0,47,5
438,439,5,709,1569,44.85,37.52333333,A0055,朝阳区,4538,0,54,8
439,440,46,2535,5586,57.06175,38.81066667,A0005,朝阳区,5839,0,4,4
440,441,35,1031,2390,51.427,44.41866667,A0034,朝阳区,5245,0,33,2
441,442,4,364,847,47.172,41.12033333,A0052,朝阳区,4842,0,51,6
442,443,30,1286,4196,57.4415,47.69566667,A0001,朝阳区,5848,0,0,1
443,444,2,280,872,44.37875,34.50333333,A0059,朝阳区,4535,0,58,8
444,445,38,1904,4201,48.158,45.16233333,A0063,朝阳区,4946,0,62,1
445,446,23,831,1714,53.827,47.566,A0036,朝阳区,5448,0,35,2
446,447,45,1658,3559,53.1375,39.43333333,A0019,朝阳区,5440,0,18,2
447,448,11,520,1162,50.96125,47.57733333,A0043,朝阳区,5148,0,42,5
448,449,20,1200,2504,47.251000000000005,35.70866667,A0054,朝阳区,4836,0,53,10
449,450,5,320,709,45.83775,36.80566667,A0055,朝阳区,4637,0,54,8
450,451,18,1028,2546,50.51975,37.56133333,A0048,朝阳区,5138,0,47,5
451,452,11,549,1156,40.39075,32.778,A0014,朝阳区,4133,0,13,5
452,453,6,634,1826,48.99475,32.85333333,A0027,朝阳区,4933,0,26,2
453,454,6,187,581,42.53,34.007,A0059,朝阳区,4335,0,58,8
454,455,7,589,1316,51.243,48.33733333,A0043,朝阳区,5249,0,42,5
455,456,47,2187,4903,49.1365,29.98333333,A0067,朝阳区,5030,0,66,2
456,457,2,94,190,54.76675,31.599,A0065,朝阳区,5532,0,64,4
457,458,26,1035,2944,49.888999999999996,42.48033333,A0046,朝阳区,5043,0,45,3
458,459,27,1061,3017,50.36600000000001,42.937,A0046,朝阳区,5143,0,45,3
459,460,11,576,1297,43.0295,31.23133333,A0017,朝阳区,4432,0,16,7
460,461,3,369,825,50.54725,44.68933333,A0042,朝阳区,5145,0,41,5
461,462,2,1102,2320,40.2895,33.04133333,A0014,朝阳区,4134,0,13,5
462,463,15,983,2287,47.821000000000005,40.92433333,A0052,朝阳区,4841,0,51,6
463,464,6,544,1473,53.99125,45.526,A0037,朝阳区,5446,0,36,2
464,465,7,454,1022,42.4505,32.70066667,A0017,朝阳区,4333,0,16,7
465,466,7,239,529,43.9635,36.46966667,A0055,朝阳区,4437,0,54,8
466,467,9,380,1225,55.8715,34.81633333,A0031,朝阳区,5635,0,30,2
467,468,26,1201,3061,48.152,43.65966667,A0062,朝阳区,4944,0,61,4
468,469,18,1137,3197,52.6495,28.10433333,A0028,朝阳区,5329,0,27,3
469,470,9,651,1968,47.6155,36.35033333,A0053,朝阳区,4837,0,52,8
470,471,12,876,1807,52.80575,46.87166667,A0036,朝阳区,5347,0,35,2
471,472,19,660,1580,53.224,41.62633333,A0032,朝阳区,5442,0,31,4
472,473,6,408,918,42.04175,33.07666667,A0017,朝阳区,4334,0,16,7
473,474,8,341,844,50.57225,36.94466667,A0048,朝阳区,5137,0,47,5
474,475,7,1061,3206,47.24825,36.61566667,A0053,朝阳区,4837,0,52,8
475,476,4,819,1905,47.56775,42.207,A0052,朝阳区,4843,0,51,6
476,477,2,126,384,57.45625,41.65266667,A0007,朝阳区,5842,0,6,2
477,478,6,514,1423,43.47625,30.68466667,A0064,朝阳区,4431,0,63,3
478,479,22,762,1679,55.655,41.373999999999995,A0005,朝阳区,5642,0,4,4
479,480,11,718,1499,45.9275,34.61366667,A0054,朝阳区,4635,0,53,10
480,481,7,515,1151,44.0175,33.524,A0011,朝阳区,4534,0,10,5
481,482,3,1652,7939,54.8675,46.119,A0002,朝阳区,5547,0,1,1
482,483,7,1021,2391,48.0875,31.67666667,A0016,朝阳区,4932,0,15,3
483,484,6,390,814,46.55825,35.336999999999996,A0054,朝阳区,4736,0,53,10
484,485,32,1481,3180,53.95775,40.00266667,A0019,朝阳区,5441,0,18,2
485,486,26,1304,5043,59.73975,42.683,A0003,朝阳区,6043,0,2,1
486,487,7,488,1090,50.803000000000004,47.76933333,A0043,朝阳区,5148,0,42,5
487,488,31,647,1323,58.75,41.55866667,A0006,朝阳区,5942,0,5,1
488,489,3,222,771,46.02075,38.67833333,A0051,朝阳区,4739,0,50,5
489,490,10,552,1293,48.13125,31.011,A0016,朝阳区,4932,0,15,3
490,491,10,757,1761,47.707,40.52633333,A0052,朝阳区,4841,0,51,6
491,492,8,475,1105,47.7765,40.16733333,A0052,朝阳区,4841,0,51,6
492,493,11,715,1571,46.63425,41.479,A0060,朝阳区,4742,0,59,2
493,494,2,252,784,42.5045,34.16866667,A0059,朝阳区,4335,0,58,8
494,495,13,281,858,54.4355,43.782,A0007,朝阳区,5544,0,6,2
495,496,4,644,1344,45.49325,34.45,A0054,朝阳区,4635,0,53,10
496,497,10,392,820,48.021,41.076,A0050,朝阳区,4942,0,49,4
497,498,30,2256,4646,50.2395,25.48766667,A0010,朝阳区,5126,0,9,2
498,499,24,848,2412,53.869,40.47,A0046,朝阳区,5441,0,45,3
499,500,11,395,1007,47.5845,41.40233333,A0062,朝阳区,4842,0,61,4
500,501,4,413,1434,46.6875,40.463,A0051,朝阳区,4741,0,50,5
501,502,16,729,1858,48.628,43.672,A0062,朝阳区,4944,0,61,4
502,503,2,126,278,54.235,41.44333333,A0005,朝阳区,5542,0,4,4
503,504,35,1103,2278,54.555,39.28433333,A0020,朝阳区,5540,0,19,9
504,505,17,743,2246,47.8065,37.56533333,A0053,朝阳区,4838,0,52,8
505,506,4,365,762,46.65775,35.38066667,A0054,朝阳区,4736,0,53,10
506,507,42,1628,3465,53.2655,39.483000000000004,A0047,朝阳区,5440,0,46,4
507,508,5,360,904,45.3195,38.03233333,A0056,朝阳区,4639,0,55,2
508,509,7,651,1456,43.482,31.97533333,A0011,朝阳区,4432,0,10,5
509,510,13,629,1392,44.97475,36.96333333,A0055,朝阳区,4537,0,54,8
510,511,7,302,666,54.8445,41.85566667,A0005,朝阳区,5542,0,4,4
511,512,7,266,557,48.075,41.716,A0050,朝阳区,4942,0,49,4
512,513,29,1297,2761,50.03725,40.495,A0047,朝阳区,5141,0,46,4
513,514,9,335,1013,48.37025,35.10233333,A0053,朝阳区,4936,0,52,8
514,515,7,477,996,45.97875,36.11966667,A0054,朝阳区,4637,0,53,10
515,516,24,915,1948,53.672,41.37966667,A0047,朝阳区,5442,0,46,4
516,517,7,291,601,54.2435,39.64866667,A0020,朝阳区,5540,0,19,9
517,518,3,582,1202,55.178999999999995,39.30433333,A0020,朝阳区,5640,0,19,9
518,519,16,1151,2450,52.75475,40.409,A0047,朝阳区,5341,0,46,4
519,520,19,1023,2534,50.47725,40.689,A0048,朝阳区,5141,0,47,5
520,521,5,240,611,47.56025,41.979,A0062,朝阳区,4842,0,61,4
521,522,9,425,958,53.7865,36.51966667,A0015,朝阳区,5437,0,14,1
522,523,3,339,1062,56.7315,47.79600000000001,A0004,朝阳区,5748,0,3,1
523,524,3,309,638,56.0295,37.85766667,A0020,朝阳区,5738,0,19,9
524,525,9,500,1118,50.72,44.068000000000005,A0042,朝阳区,5145,0,41,5
525,526,7,223,509,55.548,32.10533333,A0026,朝阳区,5633,0,25,1
526,527,29,1724,3865,49.87525,29.77433333,A0067,朝阳区,5030,0,66,2
527,528,13,336,1045,42.33675,35.782,A0069,朝阳区,4336,0,68,4
528,529,6,180,560,43.65725,35.41066667,A0059,朝阳区,4436,0,58,8
529,530,9,250,559,50.00225,46.30466667,A0042,朝阳区,5147,0,41,5
530,531,4,224,777,46.718999999999994,38.424,A0051,朝阳区,4739,0,50,5
531,532,13,506,1071,53.156000000000006,26.024,A0009,朝阳区,5427,0,8,1
532,533,4,371,815,46.63775,41.38666667,A0060,朝阳区,4742,0,59,2
533,534,12,265,535,55.15775,31.516,A0065,朝阳区,5632,0,64,4
534,535,17,418,864,54.2205,39.185,A0020,朝阳区,5540,0,19,9
535,536,4,223,466,50.1485,41.49733333,A0050,朝阳区,5142,0,49,4
536,537,8,467,975,46.3,36.04,A0054,朝阳区,4737,0,53,10
537,538,22,1434,3061,35.04125,46.06633333,D0012,绿园区,3647,3,206,6
538,539,18,1385,2955,35.78375,45.82933333,D0012,绿园区,3646,3,206,6
539,540,6,1423,4838,43.1275,45.79266667,D0030,绿园区,4446,3,224,1
540,541,32,1282,3315,39.8,45.71633333,D0007,绿园区,4046,3,201,3
541,542,43,2207,8092,39.568000000000005,49.321000000000005,D0008,绿园区,4050,3,202,2
542,543,48,2747,6062,47.31625,45.98333333,D0028,绿园区,4846,3,222,2
543,544,7,1010,2312,43.67225,54.25733333,D0022,绿园区,4455,3,216,3
544,545,11,2408,5405,35.624,50.11233333,D0041,绿园区,3651,3,235,4
545,546,28,2783,6944,29.79675,42.281000000000006,D0047,绿园区,3043,3,241,1
546,547,10,889,1897,35.02825,46.675,D0012,绿园区,3647,3,206,6
547,548,34,1312,3208,34.26675,42.40666667,D0045,绿园区,3543,3,239,2
548,549,20,1027,2267,45.78525,45.30866667,D0028,绿园区,4646,3,222,2
549,550,18,923,1934,44.6105,53.119,D0037,绿园区,4554,3,231,9
550,551,12,647,1380,35.0735,45.227,D0012,绿园区,3646,3,206,6
551,552,20,954,2095,46.4025,43.75466667,D0014,绿园区,4744,3,208,2
552,553,46,2467,5588,32.53,52.174,D0040,绿园区,3353,3,234,1
553,554,15,924,2260,34.33675,43.59466667,D0045,绿园区,3544,3,239,2
554,555,14,970,2145,35.629,50.05933333,D0044,绿园区,3651,3,238,1
555,556,18,719,2760,33.1775,42.38633333,D0049,绿园区,3443,3,243,1
556,557,14,1047,2114,47.36600000000001,45.23933333,D0025,绿园区,4846,3,219,4
557,558,5,995,3005,43.24025,45.27466667,D0015,绿园区,4446,3,209,3
558,559,20,808,1694,44.4765,52.292,D0037,绿园区,4553,3,231,9
559,560,32,2076,4222,49.36425,56.68033333,D0023,绿园区,5057,3,217,6
560,561,60,3660,7960,41.21725,48.24633333,D0011,绿园区,4249,3,205,2
561,562,21,1422,3065,36.7195,48.45733333,D0005,绿园区,3749,3,199,3
562,563,14,1660,3726,35.624,50.11233333,D0041,绿园区,3651,3,235,4
563,564,18,961,2408,37.8465,47.519,D0006,绿园区,3848,3,200,8
564,565,19,1204,2477,42.05525,49.45933333,D0009,绿园区,4350,3,203,10
565,566,14,778,1692,41.37775,46.76933333,D0011,绿园区,4247,3,205,2
566,567,22,1278,2599,49.14275,57.58566667,D0023,绿园区,5058,3,217,6
567,568,11,970,2509,39.07975,46.93766667,D0007,绿园区,4047,3,201,3
568,569,10,603,1287,37.43075,45.897,D0012,绿园区,3846,3,206,6
569,570,28,2324,6166,28.55,38.35866667,D0046,绿园区,2939,3,240,2
570,571,8,818,2115,38.8615,45.574,D0007,绿园区,3946,3,201,3
571,572,6,788,2995,39.739000000000004,53.35133333,D0039,绿园区,4054,3,233,2
572,573,3,684,1383,45.05125,43.313,D0013,绿园区,4644,3,207,4
573,574,12,1044,2176,49.41125,47.59333333,D0003,绿园区,5048,3,197,4
574,575,20,2340,6118,20.86425,36.69133333,D0048,绿园区,2137,3,242,2
575,576,5,269,813,43.9975,45.271,D0015,绿园区,4446,3,209,3
576,577,26,1503,3201,49.48675,50.01966667,D0032,绿园区,5051,3,226,3
577,578,10,1470,5389,39.75725,47.323,D0008,绿园区,4048,3,202,2
578,579,7,414,1055,47.391000000000005,44.501999999999995,D0027,绿园区,4845,3,221,4
579,580,7,971,1963,45.5165,43.96266667,D0013,绿园区,4644,3,207,4
580,581,11,581,1173,48.26725,48.24566667,D0025,绿园区,4949,3,219,4
581,582,11,482,1706,41.27275,45.67833333,D0010,绿园区,4246,3,204,10
582,583,10,892,2848,46.7935,54.13466667,D0019,绿园区,4755,3,213,1
583,584,16,735,1650,34.1385,49.463,D0041,绿园区,3550,3,235,4
584,585,4,433,1532,40.96225,45.431999999999995,D0010,绿园区,4146,3,204,10
585,586,28,1419,2919,41.84125,50.373999999999995,D0009,绿园区,4251,3,203,10
586,587,15,1786,4790,37.123000000000005,53.44566667,D0051,绿园区,3854,3,245,2
587,588,11,1290,2896,34.5815,50.46933333,D0041,绿园区,3551,3,235,4
588,589,22,1513,3860,44.2135,58.36333333,D0038,绿园区,4559,3,232,3
589,590,5,599,1527,47.12575,44.69833333,D0027,绿园区,4845,3,221,4
590,591,5,626,1264,47.37,47.071999999999996,D0025,绿园区,4848,3,219,4
591,592,9,458,1147,39.09775,46.10833333,D0006,绿园区,4047,3,200,8
592,593,19,1387,3184,48.77825,50.22066667,D0033,绿园区,4951,3,227,2
593,594,2,592,1196,47.78025,49.28466667,D0025,绿园区,4850,3,219,4
594,595,15,677,1770,20.9755,35.867,D0048,绿园区,2136,3,242,2
595,596,11,468,1193,47.34075,43.64433333,D0027,绿园区,4844,3,221,4
596,597,2,140,424,43.77475,45.28366667,D0015,绿园区,4446,3,209,3
597,598,16,1078,2192,51.5345,58.5,D0023,绿园区,5259,3,217,6
598,599,8,533,1886,41.64175,47.092,D0010,绿园区,4248,3,204,10
599,600,8,638,1337,43.78175,53.32033333,D0037,绿园区,4454,3,231,9
600,601,14,680,1556,45.501999999999995,53.80466667,D0022,绿园区,4654,3,216,3
601,602,21,1472,2993,50.775,55.87533333,D0023,绿园区,5156,3,217,6
602,603,7,421,850,47.5545,48.541000000000004,D0033,绿园区,4849,3,227,2
603,604,3,383,976,47.8545,43.736999999999995,D0027,绿园区,4844,3,221,4
604,605,5,304,679,48.021,46.428999999999995,D0002,绿园区,4947,3,196,2
605,606,5,344,789,48.011,48.96766667,D0032,绿园区,4949,3,226,3
606,607,5,361,807,48.397,45.76466667,D0002,绿园区,4946,3,196,2
607,608,21,1439,3671,44.665,56.74,D0038,绿园区,4557,3,232,3
608,609,8,362,795,46.28875,45.20933333,D0014,绿园区,4746,3,208,2
609,610,4,209,446,37.0845,46.06733333,D0012,绿园区,3847,3,206,6
610,611,6,1582,3583,43.22375,46.26966667,D0026,绿园区,4447,3,220,2
611,612,10,680,1419,45.09475,47.666000000000004,D0024,绿园区,4648,3,218,8
612,613,5,336,1189,41.4915,45.85866667,D0010,绿园区,4246,3,204,10
613,614,9,980,3724,39.739000000000004,53.35133333,D0039,绿园区,4054,3,233,2
614,615,18,918,1978,35.624,50.11233333,D0005,绿园区,3651,3,199,3
615,616,7,397,1200,47.15725,49.52766667,D0035,绿园区,4850,3,229,4
616,617,30,1899,4089,47.44775,54.64533333,D0016,绿园区,4855,3,210,2
617,618,11,978,2624,36.52025,51.23,D0051,绿园区,3752,3,245,2
618,619,5,444,1003,44.88975,51.34666667,D0036,绿园区,4552,3,230,10
619,620,27,3228,6956,38.82125,53.44833333,D0005,绿园区,3954,3,199,3
620,621,5,208,521,38.09575,45.86866667,D0006,绿园区,3946,3,200,8
621,622,17,743,1549,48.39025,47.46,D0003,绿园区,4948,3,197,4
622,623,6,475,1146,37.28325,51.09366667,D0052,绿园区,3852,3,246,2
623,624,12,811,1699,43.11575,53.84833333,D0037,绿园区,4454,3,231,9
624,625,13,362,1124,40.3255,44.04600000000001,D0054,绿园区,4145,3,248,7
625,626,11,592,1337,45.159,50.39766667,D0036,绿园区,4651,3,230,10
626,627,17,1174,2461,41.02175,53.96666667,D0037,绿园区,4254,3,231,9
627,628,6,242,855,42.5085,45.96166667,D0010,绿园区,4346,3,204,10
628,629,34,1536,3105,45.3235,44.192,D0013,绿园区,4645,3,207,4
629,630,28,2803,8095,30.239,45.66866667,D0056,绿园区,3146,3,250,1
630,631,6,256,625,44.81025,49.60566667,D0029,绿园区,4550,3,223,3
631,632,5,610,1279,42.5595,53.45533333,D0037,绿园区,4354,3,231,9
632,633,7,795,1659,46.7115,48.424,D0024,绿园区,4749,3,218,8
633,634,5,274,583,48.88675,49.21633333,D0032,绿园区,4950,3,226,3
634,635,10,846,1740,41.299,49.79066667,D0009,绿园区,4250,3,203,10
635,636,7,219,549,39.46475,47.00133333,D0006,绿园区,4048,3,200,8
636,637,20,1087,2488,45.08575,54.32899999999999,D0022,绿园区,4655,3,216,3
637,638,2,224,464,43.86075,44.92266667,D0031,绿园区,4445,3,225,3
638,639,23,1346,2721,46.63775,41.38666667,D0013,绿园区,4742,3,207,4
639,640,9,471,958,49.9785,57.641000000000005,D0023,绿园区,5058,3,217,6
640,641,3,173,612,42.047,46.05033333,D0010,绿园区,4347,3,204,10
641,642,2,224,676,47.54325,50.172,D0035,绿园区,4851,3,229,4
642,643,5,388,973,38.01225,48.07533333,D0006,绿园区,3949,3,200,8
643,644,12,703,1446,42.44825,48.52366667,D0009,绿园区,4349,3,203,10
644,645,4,307,639,48.72725,45.49433333,D0003,绿园区,4946,3,197,4
645,646,5,393,837,51.33875,51.08666667,D0003,绿园区,5252,3,197,4
646,647,13,519,1082,50.74475,47.06399999999999,D0004,绿园区,5148,3,198,3
647,648,5,421,871,46.086999999999996,56.80866667,D0021,绿园区,4757,3,215,3
648,649,9,470,1012,46.68775,55.128,D0016,绿园区,4756,3,210,2
649,650,3,233,824,41.776,45.16966667,D0010,绿园区,4246,3,204,10
650,651,3,273,966,41.7265,46.20166667,D0010,绿园区,4247,3,204,10
651,652,7,467,964,51.85575,57.56466667,D0020,绿园区,5258,3,214,2
652,653,4,187,661,41.4705,46.16133333,D0010,绿园区,4247,3,204,10
653,654,14,1809,3640,26.44625,45.28466667,D0050,绿园区,2746,3,244,1
654,655,5,186,658,41.43275,45.35733333,D0010,绿园区,4246,3,204,10
655,656,56,3101,6971,46.86600000000001,56.81233333,D0017,绿园区,4757,3,211,1
656,657,11,1019,2457,33.16275,50.746,D0052,绿园区,3451,3,246,2
657,658,12,646,1619,37.7585,49.22666667,D0006,绿园区,3850,3,200,8
658,659,2,170,528,41.815,45.805,D0054,绿园区,4246,3,248,7
659,660,14,2190,5006,31.958000000000002,45.43566667,D0057,绿园区,3246,3,251,2
660,661,10,1243,3115,36.48825,50.67066667,D0006,绿园区,3751,3,200,8
661,662,3,182,381,45.081,46.08,D0024,绿园区,4647,3,218,8
662,663,4,815,1677,43.05775,48.89133333,D0009,绿园区,4449,3,203,10
663,664,5,380,973,46.42325,53.36533333,D0034,绿园区,4754,3,228,3
664,665,27,996,2120,31.69975,52.71233333,D0053,绿园区,3253,3,247,2
665,666,5,829,1714,46.27425,58.042,D0021,绿园区,4759,3,215,3
666,667,18,894,2281,44.49675,57.40733333,D0038,绿园区,4558,3,232,3
667,668,6,420,868,51.33875,51.08666667,D0020,绿园区,5252,3,214,2
668,669,8,586,1468,39.848,47.086999999999996,D0006,绿园区,4048,3,200,8
669,670,10,1427,2980,46.75899999999999,45.52733333,D0024,绿园区,4746,3,218,8
670,671,17,696,2103,49.63,49.40833333,D0035,绿园区,5050,3,229,4
671,672,11,1074,2221,45.32775,55.833999999999996,D0021,绿园区,4656,3,215,3
672,673,4,784,2721,39.739000000000004,53.35133333,D0042,绿园区,4054,3,236,1
673,674,6,247,499,46.067,44.528,D0024,绿园区,4745,3,218,8
674,675,8,650,1362,43.9625,54.09233333,D0037,绿园区,4455,3,231,9
675,676,8,417,848,50.416000000000004,56.152,D0023,绿园区,5157,3,217,6
676,677,4,259,541,47.0945,47.16133333,D0024,绿园区,4848,3,218,8
677,678,5,301,627,46.8525,55.565,D0018,绿园区,4756,3,212,5
678,679,13,733,1536,45.16475,55.17866667,D0037,绿园区,4656,3,231,9
679,680,3,80,168,47.12,48.88633333,D0024,绿园区,4849,3,218,8
680,681,3,1451,4506,37.3645,45.03366667,D0054,绿园区,3846,3,248,7
681,682,4,308,645,42.64325,52.67766667,D0037,绿园区,4353,3,231,9
682,683,12,599,1275,29.58725,51.553000000000004,D0053,绿园区,3052,3,247,2
683,684,4,149,311,47.38275,44.07366667,D0004,绿园区,4845,3,198,3
684,685,8,445,1006,45.159,50.39766667,D0036,绿园区,4651,3,230,10
685,686,13,486,1469,50.58,47.52766667,D0035,绿园区,5148,3,229,4
686,687,10,486,1000,38.23525,50.45433333,D0009,绿园区,3951,3,203,10
687,688,6,491,1109,45.0855,50.56266667,D0036,绿园区,4651,3,230,10
688,689,6,476,992,48.18475,56.37733333,D0018,绿园区,4957,3,212,5
689,690,3,374,774,45.294,44.578,D0031,绿园区,4645,3,225,3
690,691,9,783,2078,29.421999999999997,40.84266667,D0046,绿园区,3041,3,240,2
691,692,7,862,1947,43.7775,53.821000000000005,D0036,绿园区,4454,3,230,10
692,693,6,323,665,39.99,52.482,D0009,绿园区,4053,3,203,10
693,694,12,470,1121,35.18825,51.40666667,D0043,绿园区,3652,3,237,2
694,695,47,2779,6875,30.21975,39.716,D0055,绿园区,3140,3,249,1
695,696,2,450,1016,44.574,52.731,D0036,绿园区,4553,3,230,10
696,697,2,144,298,43.5765,45.001999999999995,D0031,绿园区,4446,3,225,3
697,698,24,1394,3567,50.58,47.52766667,D0034,绿园区,5148,3,228,3
698,699,2,488,1018,46.265,46.29633333,D0024,绿园区,4747,3,218,8
