,node,intersectionCount,HouseCount,HomeCount,Population,AreaCode,StreetID,StartCount,FinishNode
2918,2918,,,,,,,,
2919,2919,2.0,,,,,,2.0,2.0
2920,2920,,,,,,,,
2921,2921,,30.0,5747.0,12148.0,5.0,323.0,,
2922,2922,,,,,,,,
2923,2923,,,,,,,,
2924,2924,,,,,,,,
2925,2925,1.0,,,,,,1.0,1.0
2926,2926,1.0,,,,,,2.0,1.0
2927,2927,7.0,,,,,,7.0,10.0
2928,2928,1.0,,,,,,2.0,1.0
2929,2929,,,,,,,,
2930,2930,,,,,,,,
2931,2931,2.0,,,,,,4.0,4.0
2932,2932,4.0,,,,,,7.0,7.0
2933,2933,5.0,,,,,,7.0,8.0
2934,2934,4.0,,,,,,7.0,8.0
2935,2935,2.0,,,,,,3.0,4.0
2936,2936,,20.0,834.0,3013.0,8.0,480.0,,
2937,2937,2.0,13.0,1134.0,3528.0,8.0,443.0,4.0,3.0
2938,2938,5.0,,,,,,11.0,8.0
2939,2939,9.0,28.0,2324.0,6166.0,3.0,240.0,11.0,14.0
2940,2940,,,,,,,,
2941,2941,,,,,,,,
2942,2942,5.0,,,,,,10.0,9.0
2943,2943,2.0,,,,,,3.0,4.0
2944,2944,1.0,,,,,,2.0,
2945,2945,,,,,,,,
2946,2946,1.0,,,,,,2.0,
2947,2947,3.0,,,,,,4.0,4.0
2948,2948,,,,,,,,
2949,2949,,,,,,,,
2950,2950,,,,,,,,
2951,2951,11.0,,,,,,17.0,16.0
2952,2952,,,,,,,,
2953,2953,,,,,,,,
2954,2954,,,,,,,,
2955,2955,,,,,,,,
2956,2956,,,,,,,,
2957,2957,,,,,,,,
2958,2958,,,,,,,,
2959,2959,,,,,,,,
2960,2960,2.0,,,,,,4.0,3.0
2961,2961,,,,,,,,
2962,2962,,,,,,,,
2963,2963,,,,,,,,
2964,2964,,,,,,,,
2965,2965,,,,,,,,
2966,2966,,,,,,,,
2967,2967,,,,,,,,
2968,2968,1.0,,,,,,2.0,1.0
2969,2969,,,,,,,,
2970,2970,,,,,,,,
2971,2971,,,,,,,,
2972,2972,,,,,,,,
2973,2973,,,,,,,,
2974,2974,,,,,,,,
2975,2975,,,,,,,,
2976,2976,,,,,,,,
2977,2977,,,,,,,,
2978,2978,,,,,,,,
2979,2979,,,,,,,,
2980,2980,,,,,,,,
2981,2981,,,,,,,,
2982,2982,,,,,,,,
2983,2983,,,,,,,,
2984,2984,,,,,,,,
2985,2985,,,,,,,,
2986,2986,,,,,,,,
2987,2987,,,,,,,,
2988,2988,,,,,,,,
2989,2989,,,,,,,,
2990,2990,,,,,,,,
2991,2991,,,,,,,,
2992,2992,,,,,,,,
2993,2993,,,,,,,,
2994,2994,,,,,,,,
2995,2995,,,,,,,,
2996,2996,,,,,,,,
2997,2997,,,,,,,,
2998,2998,,,,,,,,
2999,2999,,,,,,,,
3000,3000,,,,,,,,
3001,3001,,,,,,,,
3002,3002,2.0,,,,,,3.0,4.0
3003,3003,,,,,,,,
3004,3004,2.0,,,,,,4.0,3.0
3005,3005,,,,,,,,
3006,3006,,,,,,,,
3007,3007,2.0,,,,,,3.0,3.0
3008,3008,1.0,,,,,,2.0,1.0
3009,3009,,,,,,,,
3010,3010,2.0,,,,,,4.0,4.0
3011,3011,1.0,,,,,,2.0,2.0
3012,3012,3.0,,,,,,5.0,5.0
3013,3013,9.0,,,,,,17.0,18.0
3014,3014,7.0,,,,,,10.0,11.0
3015,3015,2.0,,,,,,3.0,3.0
3016,3016,2.0,,,,,,2.0,2.0
3017,3017,1.0,,,,,,2.0,1.0
3018,3018,,,,,,,,
3019,3019,7.0,,,,,,13.0,12.0
3020,3020,,,,,,,,
3021,3021,,,,,,,,
3022,3022,,,,,,,,
3023,3023,,,,,,,,
3024,3024,,,,,,,,
3025,3025,2.0,,,,,,3.0,5.0
3026,3026,2.0,,,,,,4.0,4.0
3027,3027,3.0,5.0,179.0,372.0,8.0,442.0,4.0,3.0
3028,3028,3.0,,,,,,4.0,4.0
3029,3029,5.0,11.0,1175.0,2536.0,8.0,454.0,11.0,8.0
3030,3030,,,,,,,,
3031,3031,,,,,,,,
3032,3032,2.0,,,,,,4.0,4.0
3033,3033,2.0,,,,,,4.0,3.0
3034,3034,2.0,,,,,,3.0,3.0
3035,3035,1.0,,,,,,2.0,2.0
3036,3036,1.0,10.0,743.0,1591.0,8.0,471.0,2.0,3.0
3037,3037,1.0,16.0,1068.0,2200.0,8.0,480.0,2.0,2.0
3038,3038,,,,,,,,
3039,3039,3.0,,,,,,3.0,5.0
3040,3040,,,,,,,,
3041,3041,,9.0,783.0,2078.0,3.0,240.0,,
3042,3042,2.0,,,,,,3.0,4.0
3043,3043,1.0,28.0,2783.0,6944.0,3.0,241.0,2.0,1.0
3044,3044,4.0,,,,,,7.0,7.0
3045,3045,,,,,,,,
3046,3046,1.0,12.0,999.0,2284.0,3.0,251.0,1.0,2.0
3047,3047,4.0,,,,,,4.0,5.0
3048,3048,,,,,,,,
3049,3049,,,,,,,,
3050,3050,1.0,,,,,,1.0,2.0
3051,3051,6.0,,,,,,12.0,11.0
3052,3052,,12.0,599.0,1275.0,3.0,247.0,,
3053,3053,,,,,,,,
3054,3054,,,,,,,,
3055,3055,,,,,,,,
3056,3056,,,,,,,,
3057,3057,,,,,,,,
3058,3058,,,,,,,,
3059,3059,,,,,,,,
3060,3060,2.0,,,,,,4.0,3.0
3061,3061,,,,,,,,
3062,3062,,,,,,,,
3063,3063,,,,,,,,
3064,3064,,,,,,,,
3065,3065,,,,,,,,
3066,3066,,,,,,,,
3067,3067,,,,,,,,
3068,3068,,,,,,,,
3069,3069,,,,,,,,
3070,3070,,,,,,,,
3071,3071,,,,,,,,
3072,3072,,,,,,,,
3073,3073,,,,,,,,
3074,3074,,,,,,,,
3075,3075,,,,,,,,
3076,3076,,,,,,,,
3077,3077,,,,,,,,
3078,3078,,,,,,,,
3079,3079,,,,,,,,
3080,3080,,,,,,,,
3081,3081,,,,,,,,
3082,3082,,,,,,,,
3083,3083,,,,,,,,
3084,3084,,,,,,,,
3085,3085,,,,,,,,
3086,3086,,,,,,,,
3087,3087,,,,,,,,
3088,3088,,,,,,,,
3089,3089,,,,,,,,
3090,3090,,,,,,,,
3091,3091,,,,,,,,
3092,3092,,,,,,,,
3093,3093,,,,,,,,
3094,3094,,,,,,,,
3095,3095,,,,,,,,
3096,3096,,,,,,,,
3097,3097,,,,,,,,
3098,3098,,,,,,,,
3099,3099,,,,,,,,
3100,3100,,,,,,,,
3101,3101,3.0,,,,,,5.0,5.0
3102,3102,2.0,,,,,,3.0,3.0
3103,3103,,,,,,,,
3104,3104,1.0,,,,,,2.0,1.0
3105,3105,,,,,,,,
3106,3106,,,,,,,,
3107,3107,4.0,,,,,,8.0,8.0
3108,3108,2.0,,,,,,4.0,4.0
3109,3109,,,,,,,,
3110,3110,4.0,,,,,,8.0,8.0
3111,3111,1.0,,,,,,1.0,2.0
3112,3112,,37.0,2720.0,10095.0,5.0,310.0,,
3113,3113,,10.0,1504.0,3466.0,5.0,326.0,,
3114,3114,16.0,,,,,,26.0,25.0
3115,3115,7.0,,,,,,9.0,9.0
3116,3116,1.0,,,,,,1.0,2.0
3117,3117,,,,,,,,
3118,3118,,,,,,,,
3119,3119,3.0,,,,,,5.0,5.0
3120,3120,2.0,39.0,4276.0,10928.0,5.0,306.0,5.0,3.0
3121,3121,,,,,,,,
3122,3122,,20.0,2939.0,6212.0,5.0,323.0,,
3123,3123,,,,,,,,
3124,3124,,,,,,,,
3125,3125,,,,,,,,
3126,3126,2.0,,,,,,2.0,2.0
3127,3127,1.0,,,,,,2.0,1.0
3128,3128,,17.0,913.0,2066.0,8.0,463.0,,
3129,3129,2.0,,,,,,3.0,3.0
3130,3130,2.0,,,,,,2.0,4.0
3131,3131,,9.0,376.0,871.0,8.0,467.0,,
3132,3132,1.0,,,,,,2.0,1.0
3133,3133,7.0,20.0,1358.0,2908.0,8.0,479.0,12.0,13.0
3134,3134,3.0,,,,,,5.0,6.0
3135,3135,2.0,,,,,,4.0,4.0
3136,3136,3.0,17.0,1290.0,3286.0,8.0,441.0,4.0,7.0
3137,3137,1.0,10.0,708.0,1751.0,8.0,474.0,2.0,1.0
3138,3138,,3.0,326.0,830.0,8.0,480.0,,
3139,3139,1.0,,,,,,1.0,2.0
3140,3140,,47.0,2779.0,6875.0,3.0,249.0,,
3141,3141,,,,,,,,
3142,3142,,,,,,,,
3143,3143,,,,,,,,
3144,3144,3.0,,,,,,5.0,5.0
3145,3145,,,,,,,,
3146,3146,1.0,28.0,2803.0,8095.0,3.0,250.0,2.0,2.0
3147,3147,2.0,,,,,,4.0,3.0
3148,3148,,,,,,,,
3149,3149,,,,,,,,
3150,3150,,,,,,,,
3151,3151,1.0,,,,,,2.0,1.0
3152,3152,,,,,,,,
3153,3153,2.0,,,,,,2.0,2.0
3154,3154,,,,,,,,
3155,3155,,,,,,,,
3156,3156,,,,,,,,
3157,3157,,,,,,,,
3158,3158,,,,,,,,
3159,3159,,,,,,,,
3160,3160,4.0,,,,,,5.0,7.0
3161,3161,,,,,,,,
3162,3162,,,,,,,,
3163,3163,,,,,,,,
3164,3164,1.0,,,,,,1.0,2.0
3165,3165,,,,,,,,
3166,3166,,,,,,,,
3167,3167,,,,,,,,
3168,3168,,,,,,,,
3169,3169,,,,,,,,
3170,3170,,,,,,,,
3171,3171,,,,,,,,
3172,3172,,,,,,,,
3173,3173,4.0,,,,,,4.0,4.0
3174,3174,,,,,,,,
3175,3175,,,,,,,,
3176,3176,,,,,,,,
3177,3177,,,,,,,,
3178,3178,,,,,,,,
3179,3179,,,,,,,,
3180,3180,,,,,,,,
3181,3181,,,,,,,,
3182,3182,,,,,,,,
3183,3183,,,,,,,,
3184,3184,,,,,,,,
3185,3185,,,,,,,,
3186,3186,,,,,,,,
3187,3187,,,,,,,,
3188,3188,,,,,,,,
3189,3189,,,,,,,,
3190,3190,,,,,,,,
3191,3191,,,,,,,,
3192,3192,,,,,,,,
3193,3193,,,,,,,,
3194,3194,,,,,,,,
3195,3195,,,,,,,,
3196,3196,,,,,,,,
3197,3197,,,,,,,,
3198,3198,,,,,,,,
3199,3199,,,,,,,,
3200,3200,,,,,,,,
3201,3201,,,,,,,,
3202,3202,,,,,,,,
3203,3203,,,,,,,,
3204,3204,,,,,,,,
3205,3205,,,,,,,,
3206,3206,,,,,,,,
3207,3207,1.0,,,,,,2.0,1.0
3208,3208,1.0,,,,,,2.0,2.0
3209,3209,,22.0,2505.0,5225.0,5.0,308.0,,
3210,3210,1.0,21.0,1445.0,3206.0,5.0,309.0,1.0,2.0
3211,3211,,,,,,,,
3212,3212,,31.0,2272.0,5502.0,5.0,329.0,,
3213,3213,8.0,,,,,,8.0,8.0
3214,3214,,,,,,,,
3215,3215,4.0,,,,,,8.0,8.0
3216,3216,2.0,,,,,,3.0,3.0
3217,3217,1.0,,,,,,2.0,1.0
3218,3218,2.0,,,,,,3.0,3.0
3219,3219,,,,,,,,
3220,3220,,,,,,,,
3221,3221,,,,,,,,
3222,3222,,,,,,,,
3223,3223,,,,,,,,
3224,3224,,,,,,,,
3225,3225,,,,,,,,
3226,3226,,,,,,,,
3227,3227,,,,,,,,
3228,3228,,9.0,593.0,1215.0,8.0,456.0,,
3229,3229,,,,,,,,
3230,3230,,28.0,1598.0,3275.0,8.0,468.0,,
3231,3231,,21.0,1060.0,2317.0,8.0,469.0,,
3232,3232,4.0,,,,,,5.0,5.0
3233,3233,6.0,11.0,703.0,1896.0,8.0,437.0,10.0,9.0
3234,3234,2.0,15.0,1054.0,2275.0,8.0,466.0,4.0,3.0
3235,3235,3.0,4.0,325.0,663.0,8.0,436.0,5.0,5.0
3236,3236,1.0,13.0,837.0,1707.0,8.0,436.0,1.0,2.0
3237,3237,2.0,8.0,560.0,1425.0,8.0,453.0,4.0,4.0
3238,3238,,,,,,,,
3239,3239,2.0,7.0,311.0,634.0,8.0,464.0,2.0,3.0
3240,3240,,,,,,,,
3241,3241,,,,,,,,
3242,3242,1.0,,,,,,2.0,1.0
3243,3243,1.0,,,,,,,2.0
3244,3244,,,,,,,,
3245,3245,1.0,,,,,,2.0,1.0
3246,3246,1.0,14.0,2190.0,5006.0,3.0,251.0,,2.0
3247,3247,,,,,,,,
3248,3248,,,,,,,,
3249,3249,1.0,,,,,,1.0,1.0
3250,3250,,,,,,,,
3251,3251,,,,,,,,
3252,3252,,,,,,,,
3253,3253,,27.0,996.0,2120.0,3.0,247.0,,
3254,3254,2.0,,,,,,2.0,2.0
3255,3255,,,,,,,,
3256,3256,1.0,,,,,,1.0,1.0
3257,3257,,,,,,,,
3258,3258,,,,,,,,
3259,3259,3.0,,,,,,4.0,5.0
3260,3260,9.0,,,,,,12.0,11.0
3261,3261,2.0,,,,,,4.0,3.0
3262,3262,1.0,,,,,,2.0,1.0
3263,3263,,,,,,,,
3264,3264,,,,,,,,
3265,3265,,,,,,,,
3266,3266,,,,,,,,
3267,3267,,,,,,,,
3268,3268,,,,,,,,
3269,3269,,,,,,,,
3270,3270,,,,,,,,
3271,3271,,,,,,,,
3272,3272,1.0,,,,,,1.0,1.0
3273,3273,,,,,,,,
3274,3274,,,,,,,,
3275,3275,,,,,,,,
3276,3276,,,,,,,,
3277,3277,,,,,,,,
3278,3278,,,,,,,,
3279,3279,,,,,,,,
3280,3280,,,,,,,,
3281,3281,,,,,,,,
3282,3282,,,,,,,,
3283,3283,,,,,,,,
3284,3284,,,,,,,,
3285,3285,,,,,,,,
3286,3286,,,,,,,,
3287,3287,,,,,,,,
3288,3288,,,,,,,,
3289,3289,,,,,,,,
3290,3290,,,,,,,,
3291,3291,,,,,,,,
3292,3292,,,,,,,,
3293,3293,,,,,,,,
3294,3294,,,,,,,,
3295,3295,,,,,,,,
3296,3296,,,,,,,,
3297,3297,,,,,,,,
3298,3298,,,,,,,,
3299,3299,,,,,,,,
3300,3300,,,,,,,,
3301,3301,1.0,,,,,,2.0,1.0
3302,3302,2.0,,,,,,4.0,3.0
3303,3303,,174.0,3002.0,6346.0,5.0,323.0,,
3304,3304,,,,,,,,
3305,3305,,,,,,,,
3306,3306,,42.0,1275.0,3040.0,5.0,325.0,,
3307,3307,1.0,,,,,,2.0,1.0
3308,3308,1.0,,,,,,1.0,2.0
3309,3309,,,,,,,,
3310,3310,1.0,15.0,2613.0,5450.0,5.0,308.0,1.0,2.0
3311,3311,,,,,,,,
3312,3312,,,,,,,,
3313,3313,1.0,,,,,,1.0,2.0
3314,3314,,,,,,,,
3315,3315,,12.0,2957.0,7161.0,5.0,329.0,,
3316,3316,5.0,9.0,689.0,1578.0,5.0,324.0,7.0,7.0
3317,3317,4.0,,,,,,6.0,6.0
3318,3318,4.0,,,,,,8.0,4.0
3319,3319,2.0,,,,,,3.0,4.0
3320,3320,,,,,,,,
3321,3321,2.0,,,,,,3.0,2.0
3322,3322,3.0,,,,,,4.0,4.0
3323,3323,4.0,,,,,,8.0,8.0
3324,3324,,,,,,,,
3325,3325,,,,,,,,
3326,3326,2.0,,,,,,2.0,3.0
3327,3327,,,,,,,,
3328,3328,,,,,,,,
3329,3329,1.0,,,,,,2.0,1.0
3330,3330,,,,,,,,
3331,3331,3.0,,,,,,4.0,5.0
3332,3332,,,,,,,,
3333,3333,1.0,3.0,218.0,494.0,8.0,463.0,2.0,1.0
3334,3334,2.0,,,,,,3.0,4.0
3335,3335,1.0,17.0,1178.0,2459.0,8.0,465.0,2.0,2.0
3336,3336,5.0,,,,,,9.0,8.0
3337,3337,2.0,18.0,1208.0,3219.0,8.0,471.0,3.0,3.0
3338,3338,2.0,16.0,893.0,2092.0,8.0,479.0,4.0,3.0
3339,3339,,26.0,1362.0,3306.0,8.0,467.0,,
3340,3340,,3.0,176.0,476.0,8.0,433.0,,
3341,3341,,,,,,,,
3342,3342,,,,,,,,
3343,3343,,,,,,,,
3344,3344,1.0,,,,,,,2.0
3345,3345,,,,,,,,
3346,3346,3.0,,,,,,6.0,6.0
3347,3347,2.0,,,,,,4.0,2.0
3348,3348,1.0,,,,,,2.0,1.0
3349,3349,3.0,,,,,,3.0,4.0
3350,3350,1.0,,,,,,1.0,1.0
3351,3351,,,,,,,,
3352,3352,,,,,,,,
3353,3353,,46.0,2467.0,5588.0,3.0,234.0,,
3354,3354,,,,,,,,
3355,3355,,,,,,,,
3356,3356,,,,,,,,
3357,3357,,,,,,,,
3358,3358,,,,,,,,
3359,3359,2.0,,,,,,4.0,2.0
3360,3360,10.0,,,,,,13.0,12.0
3361,3361,2.0,,,,,,2.0,4.0
3362,3362,2.0,,,,,,4.0,4.0
3363,3363,,,,,,,,
3364,3364,,,,,,,,
3365,3365,,,,,,,,
3366,3366,,,,,,,,
3367,3367,,,,,,,,
3368,3368,,,,,,,,
3369,3369,,,,,,,,
3370,3370,,,,,,,,
3371,3371,,,,,,,,
3372,3372,1.0,,,,,,1.0,1.0
3373,3373,,,,,,,,
3374,3374,,,,,,,,
3375,3375,,,,,,,,
3376,3376,,,,,,,,
3377,3377,,,,,,,,
3378,3378,,,,,,,,
3379,3379,,,,,,,,
3380,3380,,,,,,,,
3381,3381,,,,,,,,
3382,3382,,,,,,,,
3383,3383,,,,,,,,
3384,3384,,,,,,,,
3385,3385,,,,,,,,
3386,3386,,,,,,,,
3387,3387,,,,,,,,
3388,3388,,,,,,,,
3389,3389,,,,,,,,
3390,3390,,,,,,,,
3391,3391,,,,,,,,
3392,3392,,,,,,,,
3393,3393,,,,,,,,
3394,3394,,,,,,,,
3395,3395,,,,,,,,
3396,3396,,,,,,,,
3397,3397,,,,,,,,
3398,3398,,,,,,,,
3399,3399,,,,,,,,
3400,3400,,,,,,,,
3401,3401,1.0,,,,,,1.0,1.0
3402,3402,5.0,,,,,,7.0,8.0
3403,3403,,,,,,,,
3404,3404,,,,,,,,
3405,3405,,,,,,,,
3406,3406,,,,,,,,
3407,3407,10.0,,,,,,15.0,15.0
3408,3408,1.0,,,,,,2.0,1.0
3409,3409,,,,,,,,
3410,3410,11.0,32.0,3044.0,7371.0,5.0,329.0,16.0,17.0
3411,3411,1.0,,,,,,2.0,1.0
3412,3412,6.0,,,,,,10.0,10.0
3413,3413,6.0,,,,,,9.0,10.0
3414,3414,4.0,,,,,,8.0,8.0
3415,3415,2.0,,,,,,3.0,3.0
3416,3416,6.0,10.0,1694.0,4414.0,5.0,330.0,9.0,10.0
3417,3417,16.0,,,,,,22.0,23.0
3418,3418,15.0,,,,,,18.0,22.0
3419,3419,,,,,,,,
3420,3420,2.0,,,,,,4.0,3.0
3421,3421,2.0,,,,,,2.0,4.0
3422,3422,,,,,,,,
3423,3423,,,,,,,,
3424,3424,3.0,,,,,,4.0,4.0
3425,3425,3.0,,,,,,6.0,6.0
3426,3426,,,,,,,,
3427,3427,,,,,,,,
3428,3428,,,,,,,,
3429,3429,,,,,,,,
3430,3430,5.0,,,,,,8.0,8.0
3431,3431,3.0,,,,,,5.0,3.0
3432,3432,,4.0,595.0,1301.0,8.0,469.0,,
3433,3433,2.0,7.0,468.0,1023.0,8.0,469.0,2.0,4.0
3434,3434,3.0,3.0,187.0,545.0,8.0,433.0,6.0,4.0
3435,3435,3.0,13.0,685.0,1996.0,8.0,435.0,4.0,6.0
3436,3436,2.0,10.0,594.0,1272.0,8.0,465.0,4.0,4.0
3437,3437,2.0,3.0,115.0,320.0,8.0,440.0,3.0,3.0
3438,3438,3.0,,,,,,6.0,6.0
3439,3439,2.0,,,,,,3.0,4.0
3440,3440,2.0,3.0,191.0,409.0,8.0,464.0,4.0,4.0
3441,3441,,,,,,,,
3442,3442,5.0,,,,,,9.0,9.0
3443,3443,4.0,18.0,719.0,2760.0,3.0,243.0,5.0,8.0
3444,3444,12.0,,,,,,23.0,20.0
3445,3445,,,,,,,,
3446,3446,1.0,,,,,,1.0,2.0
3447,3447,,,,,,,,
3448,3448,2.0,,,,,,4.0,2.0
3449,3449,2.0,,,,,,2.0,4.0
3450,3450,1.0,,,,,,2.0,1.0
3451,3451,4.0,11.0,1019.0,2457.0,3.0,246.0,6.0,7.0
3452,3452,1.0,,,,,,1.0,2.0
3453,3453,,,,,,,,
3454,3454,1.0,,,,,,2.0,
3455,3455,,,,,,,,
3456,3456,,,,,,,,
3457,3457,,,,,,,,
3458,3458,,,,,,,,
3459,3459,2.0,,,,,,3.0,3.0
3460,3460,,,,,,,,
3461,3461,1.0,,,,,,1.0,2.0
3462,3462,1.0,,,,,,,2.0
3463,3463,,,,,,,,
3464,3464,,,,,,,,
3465,3465,,,,,,,,
3466,3466,,,,,,,,
3467,3467,1.0,,,,,,2.0,
3468,3468,,,,,,,,
3469,3469,,,,,,,,
3470,3470,,,,,,,,
3471,3471,,,,,,,,
3472,3472,,,,,,,,
3473,3473,,,,,,,,
3474,3474,,,,,,,,
3475,3475,,,,,,,,
3476,3476,,,,,,,,
3477,3477,,,,,,,,
3478,3478,,,,,,,,
3479,3479,,,,,,,,
3480,3480,,,,,,,,
3481,3481,,,,,,,,
3482,3482,,,,,,,,
3483,3483,,,,,,,,
3484,3484,,,,,,,,
3485,3485,,,,,,,,
3486,3486,,,,,,,,
3487,3487,,,,,,,,
3488,3488,,,,,,,,
3489,3489,,,,,,,,
3490,3490,,,,,,,,
3491,3491,,,,,,,,
3492,3492,,,,,,,,
3493,3493,,,,,,,,
3494,3494,,,,,,,,
3495,3495,,,,,,,,
3496,3496,,,,,,,,
3497,3497,,,,,,,,
3498,3498,,,,,,,,
3499,3499,,,,,,,,
3500,3500,,,,,,,,
3501,3501,,,,,,,,
3502,3502,,,,,,,,
3503,3503,4.0,,,,,,4.0,4.0
3504,3504,,,,,,,,
3505,3505,,,,,,,,
3506,3506,4.0,,,,,,7.0,8.0
3507,3507,2.0,,,,,,3.0,3.0
3508,3508,,,,,,,,
3509,3509,,,,,,,,
3510,3510,1.0,,,,,,2.0,1.0
3511,3511,,,,,,,,
3512,3512,,,,,,,,
3513,3513,,,,,,,,
3514,3514,,11.0,812.0,1860.0,5.0,324.0,,
3515,3515,,22.0,1878.0,4760.0,5.0,307.0,,
3516,3516,,,,,,,,
3517,3517,,,,,,,,
3518,3518,9.0,,,,,,12.0,12.0
3519,3519,12.0,,,,,,18.0,20.0
3520,3520,,,,,,,,
3521,3521,,,,,,,,
3522,3522,3.0,,,,,,6.0,4.0
3523,3523,,90.0,2874.0,7076.0,5.0,321.0,,
3524,3524,3.0,,,,,,4.0,5.0
3525,3525,,8.0,782.0,1980.0,5.0,328.0,,
3526,3526,,20.0,1478.0,3742.0,5.0,328.0,,
3527,3527,,,,,,,,
3528,3528,1.0,,,,,,1.0,1.0
3529,3529,,80.0,3752.0,8042.0,5.0,319.0,,
3530,3530,,,,,,,,
3531,3531,1.0,,,,,,1.0,1.0
3532,3532,1.0,,,,,,2.0,1.0
3533,3533,,,,,,,,
3534,3534,1.0,,,,,,2.0,2.0
3535,3535,6.0,,,,,,10.0,10.0
3536,3536,4.0,,,,,,7.0,7.0
3537,3537,8.0,7.0,457.0,1034.0,8.0,463.0,14.0,15.0
3538,3538,2.0,,,,,,2.0,4.0
3539,3539,2.0,18.0,1257.0,2837.0,8.0,484.0,3.0,3.0
3540,3540,,19.0,1482.0,3388.0,8.0,477.0,,
3541,3541,,,,,,,,
3542,3542,2.0,,,,,,3.0,3.0
3543,3543,2.0,34.0,1312.0,3208.0,3.0,239.0,3.0,4.0
3544,3544,,15.0,924.0,2260.0,3.0,239.0,,
3545,3545,,,,,,,,
3546,3546,,,,,,,,
3547,3547,,,,,,,,
3548,3548,,,,,,,,
3549,3549,2.0,,,,,,4.0,2.0
3550,3550,3.0,16.0,735.0,1650.0,3.0,235.0,6.0,7.0
3551,3551,3.0,11.0,1290.0,2896.0,3.0,235.0,6.0,6.0
3552,3552,,14.0,723.0,1487.0,3.0,203.0,,
3553,3553,1.0,,,,,,1.0,2.0
3554,3554,,,,,,,,
3555,3555,,,,,,,,
3556,3556,,,,,,,,
3557,3557,,,,,,,,
3558,3558,,,,,,,,
3559,3559,,,,,,,,
3560,3560,,15.0,662.0,1579.0,3.0,237.0,,
3561,3561,,,,,,,,
3562,3562,,,,,,,,
3563,3563,,,,,,,,
3564,3564,1.0,,,,,,1.0,2.0
3565,3565,1.0,,,,,,2.0,2.0
3566,3566,,,,,,,,
3567,3567,,,,,,,,
3568,3568,,,,,,,,
3569,3569,,,,,,,,
3570,3570,,,,,,,,
3571,3571,,,,,,,,
3572,3572,,,,,,,,
3573,3573,,,,,,,,
3574,3574,,,,,,,,
3575,3575,,,,,,,,
3576,3576,,,,,,,,
3577,3577,,,,,,,,
3578,3578,,,,,,,,
3579,3579,,,,,,,,
3580,3580,,,,,,,,
3581,3581,,,,,,,,
3582,3582,,,,,,,,
3583,3583,,,,,,,,
3584,3584,,,,,,,,
3585,3585,,,,,,,,
3586,3586,,,,,,,,
3587,3587,,,,,,,,
3588,3588,,,,,,,,
3589,3589,,,,,,,,
3590,3590,,,,,,,,
3591,3591,,,,,,,,
3592,3592,,,,,,,,
3593,3593,,,,,,,,
3594,3594,,,,,,,,
3595,3595,,,,,,,,
3596,3596,,,,,,,,
3597,3597,,,,,,,,
3598,3598,,,,,,,,
3599,3599,,,,,,,,
3600,3600,,,,,,,,
3601,3601,4.0,,,,,,4.0,5.0
3602,3602,2.0,,,,,,2.0,2.0
3603,3603,1.0,,,,,,2.0,1.0
3604,3604,,,,,,,,
3605,3605,3.0,,,,,,6.0,5.0
3606,3606,,,,,,,,
3607,3607,2.0,,,,,,4.0,4.0
3608,3608,1.0,,,,,,2.0,2.0
3609,3609,,28.0,3321.0,7112.0,5.0,315.0,,
3610,3610,2.0,,,,,,4.0,4.0
3611,3611,,,,,,,,
3612,3612,3.0,,,,,,6.0,5.0
3613,3613,,,,,,,,
3614,3614,1.0,,,,,,2.0,1.0
3615,3615,,,,,,,,
3616,3616,1.0,,,,,,2.0,2.0
3617,3617,,,,,,,,
3618,3618,2.0,,,,,,3.0,4.0
3619,3619,,,,,,,,
3620,3620,4.0,,,,,,8.0,8.0
3621,3621,2.0,,,,,,4.0,3.0
3622,3622,1.0,,,,,,1.0,2.0
3623,3623,2.0,,,,,,4.0,4.0
3624,3624,1.0,,,,,,1.0,1.0
3625,3625,,,,,,,,
3626,3626,5.0,,,,,,8.0,6.0
3627,3627,6.0,10.0,492.0,1173.0,5.0,325.0,9.0,9.0
3628,3628,1.0,102.0,4001.0,9246.0,5.0,319.0,2.0,1.0
3629,3629,,,,,,,,
3630,3630,,,,,,,,
3631,3631,1.0,,,,,,3.0,1.0
3632,3632,1.0,,,,,,1.0,1.0
3633,3633,1.0,,,,,,2.0,1.0
3634,3634,1.0,,,,,,2.0,2.0
3635,3635,4.0,,,,,,7.0,7.0
3636,3636,6.0,,,,,,8.0,6.0
3637,3637,1.0,,,,,,2.0,2.0
3638,3638,4.0,7.0,347.0,840.0,8.0,433.0,8.0,8.0
3639,3639,2.0,,,,,,3.0,4.0
3640,3640,1.0,5.0,326.0,663.0,8.0,434.0,2.0,2.0
3641,3641,,11.0,815.0,1926.0,8.0,466.0,,
3642,3642,3.0,7.0,964.0,2204.0,8.0,477.0,6.0,6.0
3643,3643,4.0,,,,,,8.0,7.0
3644,3644,7.0,,,,,,13.0,12.0
3645,3645,,,,,,,,
3646,3646,2.0,30.0,2032.0,4335.0,3.0,206.0,3.0,3.0
3647,3647,1.0,32.0,2323.0,4958.0,3.0,206.0,2.0,1.0
3648,3648,1.0,,,,,,1.0,2.0
3649,3649,3.0,,,,,,5.0,5.0
3650,3650,4.0,,,,,,6.0,8.0
3651,3651,1.0,57.0,5956.0,13254.0,3.0,235.0,1.0,1.0
3652,3652,3.0,12.0,470.0,1121.0,3.0,237.0,5.0,4.0
